"ID","PropertyNumber","PropertyScanName","OriginalFileName","FileSize","FileName","ItemType","InfoText","Maps","Author","Comments","FolderName","Dates","MapsToReview","Rescan_file","xRef_Prop_Comments","Year","Company","Initials","EntryDate"
11357,"BO0158","BO0158_004",,412,"BO0158_004.pdf","image","View into the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11358,"BO0158","BO0158_005",,760,"BO0158_005.pdf","image","Old ore bin and crusher (?) on the east side of the waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11359,"BO0158","BO0158_006",,536,"BO0158_006.pdf","image","Looking northeast toward the Morning Star Mine at the northeast end of Silver City.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11360,"BO0158","BO0158_007",,599,"BO0158_007.pdf","image","Looking southwest across the Potosi waste dump from Silver City.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11361,"BO0158","BO0158_008",,538,"BO0158_008.pdf","image","Looking south at the Potosi waste dump from Silver City.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11510,"BO0158","BO0158_009",,8320,"BO0158_009.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1953-1956",,FALSE,,1953,"Potosi Mine","wrs","2016-08-15 00:00:00"
11362,"BO0162","BO0162_001",,4288,"BO0162_001.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1935-1937",,FALSE,,1935,"Goldsil Mines","wrs","2016-08-12 00:00:00"
11363,"BO0162","BO0162_002",,2497,"BO0162_002.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1947",,FALSE,,1947,"Monarch Trust","wrs","2016-08-12 00:00:00"
11364,"BO0162","BO0162_003",,95563,"BO0162_003.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1913-1964",,FALSE,,1913,"Banner Mining & Milling","wrs","2016-08-12 00:00:00"
11365,"BO0170","BO0170_001",,713,"BO0170_001.pdf","image","Looking northeast at caved Adit 1, probably the Bishop tunnel.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11366,"BO0170","BO0170_002",,556,"BO0170_002.pdf","image","Looking east at caved Adit 2.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11367,"BO0170","BO0170_003",,639,"BO0170_003.pdf","image","Wooden water tank on waste dump below Adit 2. Pipe extending under part of dump has a minor discharge, probably less than 1 gpm.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11368,"BO0170","BO0170_004",,591,"BO0170_004.pdf","image","Looking northwest along part of the waste dump in front of Adit 1.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11369,"BO0170","BO0170_005",,3643,"BO0170_005.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1905-1939",,FALSE,,1905,"Addie Consolidated Mining and Milling","wrs","2016-08-12 00:00:00"
11370,"BO0170","BO0170_006",,4216,"BO0170_006.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1913-1915",,FALSE,,1913,"Idaho Development","wrs","2016-08-12 00:00:00"
11371,"BO0173","BO0173_001",,751,"BO0173_001.pdf","image","Looking northeast at collapsed structure on the waste dump of Ruth Ann adit (Adit 1). Willows are growing in a damp area in front of adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11372,"BO0173","BO0173_002",,599,"BO0173_002.pdf","image","View of the open Ruth Ann, looking east.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11373,"BO0173","BO0173_003",,600,"BO0173_003.pdf","image","Looking southeast at the Ruth adit (Adit 2) from the end of the waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11374,"BO0173","BO0173_004",,657,"BO0173_004.pdf","image","Rock wall along the entryway to the open Ruth adit waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11375,"BO0173","BO0173_005",,755,"BO0173_005.pdf","image","Looking west at the surface of the Ruth adit waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11376,"BO0173","BO0173_006",,972,"BO0173_006.pdf","report","Corporate Statement.",0,,,,"Apr. 10, 1914",,FALSE,,1914,"Ruth Mining","wrs","2016-08-12 00:00:00"
11377,"BO0173","BO0173_007",,8133,"BO0173_007.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1935-1938",,FALSE,,1935,"Interstate Gold Mining","wrs","2016-08-12 00:00:00"
11378,"BO0174","BO0174_001",,668,"BO0174_001.pdf","image","Looking southat the caved portal of the Belle Peck adit. Water is flowing from the caved working at about 10 gallons per minute.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11379,"BO0174","BO0174_002",,726,"BO0174_002.pdf","image","Rock walls of shelter or storage stucture on the east side of the access road about 100 feet north of the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11380,"BO0174","BO0174_003",,497,"BO0174_003.pdf","image","Looking southeast at the upper part of the waste dump. A partially collapsed ore chute is at the lower center of the frame.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11381,"BO0174","BO0174_004",,746,"BO0174_004.pdf","image","Looking east through trees at the north end of the waste dump along the access road. Two collapsed structures beside the road.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11382,"BO0174","BO0174_005",,653,"BO0174_005.pdf","image","Looking southwest at the two parts of the waste dump. The collapsed structures along the access road are the foreground.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11383,"BO0174","BO0174_006",,698,"BO0174_006.pdf","image","One of the cavins at the Ymir camp north of the Belle Peck adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-12 00:00:00"
11384,"BO0174","BO0174_007",,6297,"BO0174_007.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1934-1935",,FALSE,,1934,"Consolidated Mine & Dredge","wrs","2016-08-12 00:00:00"
11385,"BO0174","BO0174_008",,4007,"BO0174_008.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1936-1937",,FALSE,,1936,"Poorman Mines","wrs","2016-08-12 00:00:00"
11386,"BO0175","BO0175_001",,704,"BO0175_001.pdf","image","Looking northwest up trough of the caved adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11387,"BO0175","BO0175_002",,687,"BO0175_002.pdf","image","Looking southwest from the mouth of the trough. A collapsed building old rails are on the surface of the waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11388,"BO0176","BO0176_001",,577,"BO0176_001.pdf","image","Looking down into the step walled open excavation or stope north of the main Village Blacksmith workings.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11389,"BO0176","BO0176_002",,608,"BO0176_002.pdf","image","Looking east at the Village Blacksmith adit opening.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11390,"BO0176","BO0176_003",,694,"BO0176_003.pdf","image","Looking north at the waste dump of the stope above (to the north of) the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11391,"BO0176","BO0176_004",,581,"BO0176_004.pdf","image","Looking north across the gulch at the waste dumps for both the stope (upper) and adit (lower).",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11392,"BO0176","BO0176_005",,4073,"BO0176_005.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1933-1936",,FALSE,,1933,"Village Blacksmith","wrs","2016-08-15 00:00:00"
11393,"BO0177","BO0177_001",,2082,"BO0177_001.pdf","Idaho State Mine Inspector Report","Annual Report.",0,,,,"1935",,FALSE,,1935,"Owyhee Gold Bug Mines","wrs","2016-08-15 00:00:00"
11394,"BO0179","BO0179_001",,617,"BO0179_001.pdf","image","Looking down into the pit of the caved shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11395,"BO0179","BO0179_002",,648,"BO0179_002.pdf","image","Granite blocks beside the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11396,"BO0179","BO0179_003",,606,"BO0179_003.pdf","image","Looking northwest ar the conical pile of waste rock from the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11397,"BO0179","BO0179_004",,650,"BO0179_004.pdf","image","Caved Adit 1, looking southeast.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11398,"BO0179","BO0179_005",,588,"BO0179_005.pdf","image","Looking down the face of Adit 1 dump, with caved Adit 2 and its waste dump and ore chute below War Eagle Mountain Road.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11399,"BO0179","BO0179_006",,674,"BO0179_006.pdf","image","Looking west from above at the caved shaft, granite blocks and conical shaft waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11400,"BO0179","BO0179_007",,419,"BO0179_007.pdf","image","Looking D1251SE up at the Poorman waste dumps for the shaft, Adit 1, Adit 2 and a smaller working. White patch is a snow field.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11401,"BO0179","BO0179_008",,684,"BO0179_008.pdf","image","Retaining wall above mill footing along Jordan Creek Road.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11402,"BO0179","BO0179_009",,739,"BO0179_009.pdf","image","Mill footings below retaining wall.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11403,"BO0180","BO0180_001",,608,"BO0180_001.pdf","image","Looking southeast at the shaft area.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11404,"BO0180","BO0180_002",,535,"BO0180_002.pdf","image","Looking northwest down the face of the Owyhee Shaft dump. Silver City is in the distance.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11405,"BO0180","BO0180_003",,652,"BO0180_003.pdf","image","Looking south along the axis of the caved shaft pit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11406,"BO0181","BO0181_001",,608,"BO0181_001.pdf","image","Looking northwest at the War Eagle Mountain Road cutting the upper part of the waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11407,"BO0181","BO0181_002",,550,"BO0181_002.pdf","image","View down the dump face.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11408,"BO0183","BO0183_001",,709,"BO0183_001.pdf","image","Looking southeast at caved Adit 1, with steady flow of water.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11409,"BO0183","BO0183_002",,660,"BO0183_002.pdf","image","Looking southwest at the end of the main part of the waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11410,"BO0183","BO0183_003",,628,"BO0183_003.pdf","image","Looking southeast at caved Adit 2.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11411,"BO0183","BO0183_004",,709,"BO0183_004.pdf","image","Looking southwest at the collapsed boards and metal of shed or other structure, and small pile of vein material on the waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11412,"BO0183","BO0183_005",,729,"BO0183_005.pdf","image","View to the west from above caved Shaft 1 waste pile west of the access road, looking west.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11413,"BO0183","BO0183_006",,548,"BO0183_006.pdf","image","Looking down into caved Shaft 1 from the northwest rim.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11414,"BO0183","BO0183_007",,610,"BO0183_007.pdf","image","Conical Shaft 1 waste pile west of the access road looking west.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11415,"BO0183","BO0183_008",,696,"BO0183_008.pdf","image","Old cabin and outhouse of Shaft 1.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11416,"BO0183","BO0183_009",,492,"BO0183_009.pdf","image","View down the throat of Shaft 2.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11417,"BO0183","BO0183_010",,698,"BO0183_010.pdf","image","Looking southeast at dump of Shaft 2. A large tree is growing near the end of dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11418,"BO0183","BO0183_011",,648,"BO0183_011.pdf","image","Looking west at the southeast end of Adit 3 waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11419,"BO0183","BO0183_012",,672,"BO0183_012.pdf","image","View into the water filled incline of Shaft 3.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11420,"BO0183","BO0183_013",,598,"BO0183_013.pdf","image","Looking south at the flat area in front of caved Adit 4.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11421,"BO0183","BO0183_014",,782,"BO0183_014.pdf","image","Granite retaining wall above Adit 4 and below Adit 5 waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11422,"BO0183","BO0183_015",,575,"BO0183_015.pdf","image","Looking east at the waste dump of Adit 5.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11423,"BO0183","BO0183_016",,662,"BO0183_016.pdf","image","Looking north at caved Adit 5.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11424,"BO0183","BO0183_017",,688,"BO0183_017.pdf","image","Looking southeast at open Adit 7.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11425,"BO0183","BO0183_018",,469,"BO0183_018.pdf","image","View inside Adit 7.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11426,"BO0183","BO0183_019",,687,"BO0183_019.pdf","image","Looking northeast at Adit 8 entrance.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11427,"BO0183","BO0183_020",,382,"BO0183_020.pdf","image","View into Adit 8.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11428,"BO0183","BO0183_021",,623,"BO0183_021.pdf","image","Looking northwest at Adit 8 waste dump and old Ingersol-Rand air compressor.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11429,"BO0183","BO0183_022",,677,"BO0183_022.pdf","image","Looking north at the headframe of Shaft 4.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11430,"BO0183","BO0183_023",,497,"BO0183_023.pdf","image","Looking west at Shaft 4 and associated stope.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11431,"BO0183","BO0183_024",,633,"BO0183_024.pdf","image","Looking west at the headframe and waste dump of Shaft 4.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11432,"BO0183","BO0183_025",,618,"BO0183_025.pdf","image","Looking north at Adit 9.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11433,"BO0183","BO0183_026",,420,"BO0183_026.pdf","image","View inside Adit 12.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11434,"BO0183","BO0183_027",,559,"BO0183_027.pdf","image","Looking southeast at the open stope on the slope above and east of Adit 12.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11435,"BO0183","BO0183_028",,446,"BO0183_028.pdf","image","Looking southeast at the bain near Shaft 5 (this may be a collapsed stope, or the South Empire or South Central Shaft).",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11436,"BO0183","BO0183_029",,462,"BO0183_029.pdf","image","Looking into Shaft 5.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11437,"BO0183","BO0183_030",,618,"BO0183_030.pdf","image","Looking southeast at the waste dump and small shed at Adit 13.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11438,"BO0183","BO0183_031",,541,"BO0183_031.pdf","image","Looking east at the portal of Adit 13 behind the shed.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11439,"BO0183","BO0183_032",,529,"BO0183_032.pdf","image","View into open Adit 13. The black area on the floor just inside the adit is an open stope.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11440,"BO0183","BO0183_033",,645,"BO0183_033.pdf","image","Looking northwest at the cabin in front of Adit 14. The wall of a second collapsed structure is at the right.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11441,"BO0183","BO0183_034",,455,"BO0183_034.pdf","image","Close up of the opening at Adit 14.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11442,"BO0183","BO0183_035",,736,"BO0183_035.pdf","image","Looking south at the cabin and waste dump at Adit 14.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11443,"BO0183","BO0183_036",,616,"BO0183_036.pdf","image","Looking northwest up the open stope west of Adit 14.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11444,"BO0183","BO0183_037",,568,"BO0183_037.pdf","image","Cabin on the slope northeast of Adit 14 just below War Eagle Mountain Road.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11445,"BO0183","BO0183_038",,718,"BO0183_038.pdf","image","Looking northwest toward Adit 15.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11446,"BO0183","BO0183_039",,309,"BO0183_039.pdf","image","Close up of the opening at Adit 15.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11447,"BO0183","BO0183_040",,630,"BO0183_040.pdf","image","Looking east along the waste dump of Adit 15.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11448,"BO0183","BO0183_041",,699,"BO0183_041.pdf","image","View into caved Shaft 6.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11449,"BO0183","BO0183_042",,663,"BO0183_042.pdf","image","Looking south at the conical waste pile of Shaft 6.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11450,"BO0183","BO0183_043",,709,"BO0183_043.pdf","image","Caved Adit 17, looking northwest.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11451,"BO0183","BO0183_044",,681,"BO0183_044.pdf","image","Looking south from War Eagle Mountain Road at open Shaft 7. A barbed wire fence, down in places, surrounds the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11452,"BO0183","BO0183_045",,556,"BO0183_045.pdf","image","View down the throat of Shaft 7.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11453,"BO0183","BO0183_046",,602,"BO0183_046.pdf","image","Close up of the opening at Adit 9.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11454,"BO0183","BO0183_047",,659,"BO0183_047.pdf","image","Adit 9 waste dump looking west from the dump of Adit 10. Numerous old boards on the dump may be a collapsed building.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11455,"BO0183","BO0183_048",,673,"BO0183_048.pdf","image","Looking east toward Adit 10 and stope in the slope above the adit. A rock retaining wall is on the right.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11456,"BO0183","BO0183_049",,427,"BO0183_049.pdf","image","View inside Adit 10.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11457,"BO0183","BO0183_050",,692,"BO0183_050.pdf","image","Looking south over Adit 10 dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11458,"BO0183","BO0183_051",,625,"BO0183_051.pdf","image","Looking southeast at the cabin and waste dump at Adit 11.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11459,"BO0183","BO0183_052",,414,"BO0183_052.pdf","image","View into Adit 11 through the rear of the cabin.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11460,"BO0183","BO0183_053",,541,"BO0183_053.pdf","image","Looking northwest at narrow open stopes on the slope northwest of the cabin at Adit 11.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11461,"BO0183","BO0183_054",,587,"BO0183_054.pdf","image","Pit of collapsed stope northwest of the cabin at Adit 11.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11462,"BO0183","BO0183_055",,619,"BO0183_055.pdf","image","Looking east at Adit 12. An old compressor tank and piston, and collapsed building are in front of the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11463,"BO0183","BO0183_056",,2506,"BO0183_056.pdf","Idaho State Mine Inspector Report","Annual Report.",0,,,,"1924",,FALSE,,1924,"Owyhee Consolidated Mines","wrs","2016-08-15 00:00:00"
11464,"BO0186","BO0186_001",,544,"BO0186_001.pdf","image","Looking down into the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11465,"BO0186","BO0186_002",,732,"BO0186_002.pdf","image","Waste dump of Adit 2 on the slope below the shaft. View is to the northwest.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11466,"BO0187","BO0187_001",,664,"BO0187_001.pdf","image","Looking southeast at the sloughed trough of the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11467,"BO0187","BO0187_002",,503,"BO0187_002.pdf","image","Close up of the small opening into the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11468,"BO0187","BO0187_003",,687,"BO0187_003.pdf","image","Looking east at the collapsed cabin east of the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11469,"BO0187","BO0187_004",,696,"BO0187_004.pdf","image","Metal frame of hoisting device west of adit on the access road",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11470,"BO0187","BO0187_005",,664,"BO0187_005.pdf","image","Collapsed ore chute on the east side of the dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11471,"BO0187","BO0187_006",,602,"BO0187_006.pdf","image","Looking southeast from the end of the dump towards the adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11472,"BO0188","BO0188_001",,649,"BO0188_001.pdf","image","Looking south at the possible caved adit.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11473,"BO0188","BO0188_002",,718,"BO0188_002.pdf","image","Looking north at the side of the waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11474,"BO0190","BO0190_001",,19638,"BO0190_001.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1921-1931",,FALSE,,1921,"Great Western Mines","wrs","2016-08-15 00:00:00"
11475,"BO0190","BO0190_002",,24112,"BO0190_002.pdf","Idaho State Mine Inspector Report","Annual Reports.",0,,,,"1936-1950",,FALSE,,1936,"Orogrande Gold","wrs","2016-08-15 00:00:00"
11476,"BO0192","BO0192_001",,517,"BO0192_001.pdf","image","Looking east at the dump of the long cut dissected by the War Eagle Mountain Road.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11477,"BO0192","BO0192_002",,649,"BO0192_002.pdf","image","Looking into the open shaft about 20 feet deep.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11478,"BO0192","BO0192_003",,606,"BO0192_003.pdf","image","Looking northeast at the shallow trenches east of the conical waste dump.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11479,"BO0192","BO0192_004",,604,"BO0192_004.pdf","image","Looking southeast at the shaft and stope openings.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11480,"BO0194","BO0194_001",,558,"BO0194_001.pdf","image","Looking southeast across the top of the waste dump on the north side of War Eagle Mountain Road.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11481,"BO0194","BO0194_002",,472,"BO0194_002.pdf","image","Looking south at the conical waste rock on the side of War Eagle Mountain Road.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11482,"BO0194","BO0194_003",,683,"BO0194_003.pdf","image","Cross hatch of planks on steel I-beam frame covering the shaft. A crawl space under the I-beams is at least 1-1.5 feet high.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
136,"BO0194","BO0194-m001",,3957,"BO0194-m001.pdf","map","Topographic and geologic map of War Eagle and Florida Mountains.",1,,"printed map from IBMG B-11","Boise","1925",,FALSE,,1925,,,
11483,"BO0195","BO0195_001",,677,"BO0195_001.pdf","image","Looking northwest at shaft vocered with a cross hatch of boards on a steel I-beam frame and surrounded by large granite blocks.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11484,"BO0195","BO0195_002",,682,"BO0195_002.pdf","image","Looking southeast at a portion of the waste dump. The brown material is the result of relatively recent activity related to covering the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11485,"BO0196","BO0196_001",,608,"BO0196_001.pdf","image","Looking northwest at the shaft opening.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11486,"BO0196","BO0196_002",,609,"BO0196_002.pdf","image","View down the throat of the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11487,"BO0196","BO0196_003",,663,"BO0196_003.pdf","image","Looking southeast at the waste dump with two shallow pits, possibly the result of a caving stope.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11488,"BO0197","BO0197_001",,541,"BO0197_001.pdf","image","Looking into the caved War Eagle shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11489,"BO0197","BO0197_002",,608,"BO0197_002.pdf","image","Looking northwest at the pits northwest of the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11490,"BO0197","BO0197_003",,587,"BO0197_003.pdf","image","Looking southwest at the waste piles for the shaft.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11491,"BO0197","BO0197_004",,646,"BO0197_004.pdf","image","Open Adit 1, looking east.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11492,"BO0197","BO0197_005",,594,"BO0197_005.pdf","image","Open Adit 2, looking northwest.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11493,"BO0197","BO0197_006",,620,"BO0197_006.pdf","image","Open stope about 10 feet deep below Adit 2.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11494,"BO0197","BO0197_007",,392,"BO0197_007.pdf","image","View of shaft waste dump from Adit 2, looking southeast.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11495,"BO0197","BO0197_008",,676,"BO0197_008.pdf","image","Looking east at Adit 3.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11496,"BO0197","BO0197_009",,416,"BO0197_009.pdf","image","View inside the Adit 3.",0,,,,"1999",,FALSE,,1999,,"wrs","2016-08-15 00:00:00"
11498,"BO0197","BO0197_010",,136,"BO0197_010.pdf","miscellaneous","Handwritten Notes.",0,,,,"Nov. 1995",,FALSE,,1995,,"wrs","2016-08-15 00:00:00"
